business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours,absa_맛_긍정,absa_맛_부정,absa_맛_중립,absa_짠맛_긍정,absa_짠맛_부정,absa_짠맛_중립,absa_매운맛_긍정,absa_매운맛_부정,absa_매운맛_중립,absa_단맛_긍정,absa_단맛_부정,absa_단맛_중립,absa_느끼함_긍정,absa_느끼함_부정,absa_느끼함_중립,absa_담백함_긍정,absa_담백함_부정,absa_담백함_중립,absa_고소함_긍정,absa_고소함_부정,absa_고소함_중립,absa_품질/신선도_긍정,absa_품질/신선도_부정,absa_품질/신선도_중립,absa_양_긍정,absa_양_부정,absa_양_중립,absa_서비스_긍정,absa_서비스_부정,absa_서비스_중립,absa_가격_긍정,absa_가격_부정,absa_가격_중립,absa_쾌적함/청결도_긍정,absa_쾌적함/청결도_부정,absa_쾌적함/청결도_중립,absa_소음_긍정,absa_소음_부정,absa_소음_중립,absa_분위기_긍정,absa_분위기_부정,absa_분위기_중립,absa_공간_긍정,absa_공간_부정,absa_공간_중립,absa_주차_긍정,absa_주차_부정,absa_주차_중립,absa_대기_긍정,absa_대기_부정,absa_대기_중립
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,230 Stearns Wharf,Santa Barbara,CA,93101,34.4087147,-119.6850187,4.0,2404,1,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': False, 'valet': False}"", 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'Music': ""{u'dj': False, u'live': False, u'jukebox': False, u'video': False, u'background_music': False, u'karaoke': False, u'no_music': False}"", 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}"", 'CoatCheck': 'False', 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': True, u'sunday': False}"", 'BusinessAcceptsBitcoin': 'False'}","Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",0.257704166133715,0.3345137485193152,-0.1725282319472695,-0.102966257664214,-0.0754389703125235,-0.0809796427734305,-0.2363828962076828,-0.1649862861089584,-0.2093519992897837,-0.0226471313332458,-0.0537757416872844,-0.064550737007286,0.1444622045337729,0.2495850602068796,0.198056904148819,0.1151957011226805,0.2238685877772221,0.038323963535109,0.0257503692004665,0.3262818416886609,0.1193603969312115,0.8537230465524668,0.3455587834607551,0.0665111017844763,-0.2888140371074703,0.0374456870480061,-0.188611836174747,-0.2148358945036634,-0.3549907571859545,-0.0946647882639905,-0.1753229547944431,0.1704371968912189,-0.1857339780966444,-0.3199524672303058,-0.0672072699417737,-0.0658332956246616,-0.0651605625032372,-0.1541634014775355,-0.0022933480763505,0.2618308144282411,-0.1891127862184199,-0.0995494145108644,-0.1696233330790291,0.6095702806559716,0.058583773415687,0.0221950366931419,-0.1501205443381498,0.1491062202051595,0.701380541626496,1.3673875336197987,1.1787457704203252
ORL4JE6tz3rJxVqkdKfegA,Gaylord Opryland Resort & Convention Center,2800 Opryland Dr,Nashville,TN,37214,36.2115923083,-86.6943191727,3.0,1639,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'Music': ""{'dj': True, 'background_music': True, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOBCorkage': ""'no'"", 'Smoking': ""u'outdoor'"", 'BYOB': 'True', 'RestaurantsTableService': 'True', 'Caters': 'True', 'Alcohol': ""'full_bar'"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'HappyHour': 'True', 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'WiFi': ""u'paid'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': True, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'CoatCheck': 'True'}","Venues & Event Spaces, Performing Arts, Arts & Entertainment, Hotels & Travel, Food, Convenience Stores, American (New), Beauty & Spas, Restaurants, Museums, Event Planning & Services, Hotels, Cinema, Resorts, Day Spas","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",-1.5428689939885554,-0.2659956634052921,-0.3758906318314962,-0.1208476572149817,-0.1523328815632885,-0.2527647468553809,-0.2648955007639159,-0.177633192427388,-0.2553232874792203,-0.218487072885505,-0.1765425315943031,-0.2362203226936587,-0.1810792167711633,-0.1623353908639392,-0.2177773001684853,-0.4050978250661275,0.0769012534481815,-0.1045362418541877,-0.0763696940020093,0.0308291773268532,0.274252176098907,-0.5931798287876862,-0.2373461444507341,-0.2664806258543374,-0.4800190513118275,-0.2555746276698675,-0.2649908005898917,-0.6540838620637983,0.7762482987262276,-0.1596176022316179,-0.5097390704986994,1.5486336046361244,-0.1536586366857646,0.2376401396718088,0.4753247816359054,0.03491533351873,0.122933709974385,0.5492788588007913,0.324321148815497,1.1127890034575392,0.6088069417718682,-0.1914725652645134,2.11529068116982,0.4640901179802277,0.4880914684186727,0.0384258164203877,0.724214049377314,0.3920863304080407,-0.1401715631102228,0.5076940029812596,-0.1161379454113989
dChRGpit9fM_kZK5pafNyA,The Love,130 S 18th St,Philadelphia,PA,19103,39.9506555,-75.1708991,4.0,618,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'Caters': 'False', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'"", 'GoodForKids': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, American (New), Breakfast & Brunch, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}",0.6463995988384145,0.2223110758430515,-0.0069510253327967,-0.1094108849258631,-0.153385955804873,-0.1467160482070733,-0.2548341101164216,-0.1857720502431642,-0.2395904809940658,0.2084483445351006,0.6801273538495468,0.0448130698363255,-0.1231468966042312,-0.0719900002949388,-0.0310479007514135,0.0787681345316895,-0.0810761447076797,-0.0581854684038134,0.0137052179650208,-0.125307260237878,-0.0584227157695419,-0.0960105173550695,-0.022550996566304,-0.1740328916561778,0.350334958756227,0.1114338903085781,0.2456187206074128,0.4226830103074014,-0.194548110292492,-0.2153980306703656,-0.6437970513059617,0.3916955309705304,-0.1701135947462378,-0.3393516869139763,-0.2351237517707536,-0.199275333789973,-0.0769895462833776,-0.1527568150213556,-0.1738510127657782,1.025857893796621,-0.303697812614386,-0.2579167612150074,-0.0600976270252989,-0.0093186707180344,-0.3286091648006943,-0.2541842251071773,-0.2427486779230036,-0.2617835218285394,-0.077494288708868,0.028919288296566,-0.033065622560742
7mpYTDb24SywNMRn3yeakQ,The Twisted Tail,509 S 2nd St,Philadelphia,PA,19147,39.9418766,-75.1451988,4.0,604,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'False', 'WiFi': ""u'free'"", 'GoodForDancing': 'False', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'ByAppointmentOnly': 'False', 'Smoking': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BusinessAcceptsBitcoin': 'False', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': True, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Whiskey Bars, American (New), American (Traditional), Venues & Event Spaces, Bars, Nightlife, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '16:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '10:0-2:0'}",0.4092157914639553,0.0816799193433953,-0.1274535427386474,0.0587978271285231,0.1384420379206347,-0.0564763290258159,-0.2523068918140201,-0.2026001772955008,-0.2190028639720445,0.2131690417204154,0.0356404259411701,0.0373539009092284,0.0440013349989152,0.1246781600361417,-0.0058286703663874,-0.0947145092192096,0.044223277250228,-0.0437070168794652,0.0221482425742491,-0.0918799953212393,-0.0060265749612169,-0.4139409721329349,-0.1617646991869886,-0.0868539095416058,-0.0342494455120931,0.1825037458788475,-0.0765862642534157,-0.0162706995876847,-0.0625612112307837,-0.1278142769425182,-0.0273729498754798,0.2690497651641044,0.238165096403403,-0.3178195680941522,-0.2708574701531757,-0.182670779426688,0.0362777356064889,0.4852471338424576,0.3132763664675991,1.0634830291860249,-0.2679325351535001,-0.1399258744233376,0.6233389026669837,-0.2531012139154332,-0.2265307522422919,-0.1659382206224308,-0.0907671720133045,-0.0092114386204075,-0.127576510435411,-0.147580267072603,-0.2100836588458573
dIpTuL2T1L98GQGU17IeSw,The Bricks,1327 E 7th Ave,Tampa,FL,33605,27.9600238,-82.4444005,4.0,548,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'Caters': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'BusinessAcceptsBitcoin': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForDancing': 'False', 'CoatCheck': 'False', 'BYOB': 'False', 'Smoking': ""u'outdoor'"", 'DogsAllowed': 'False', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': None, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'OutdoorSeating': 'True'}","Bars, Breakfast & Brunch, Restaurants, American (New), Coffee & Tea, Food, Nightlife, Vegetarian","{'Monday': '0:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-1:0', 'Saturday': '12:0-1:0', 'Sunday': '12:0-21:0'}",0.2356317901825467,0.6196872841500873,-0.0332852943845772,-0.0840774183096246,-0.1482107252200203,-0.0986232100090123,0.5216638426879269,-0.1283788649177634,-0.0826409280790821,0.1988115689835298,-0.0979259706597873,-0.0620194923612072,0.257729346307201,-0.0884677815737269,0.2710795849296618,0.3631762430330935,0.3253656441045307,0.4529226877407004,0.0132108895134447,0.335428525295197,0.4595146962999026,-0.2674802024117674,-0.0734347186270744,-0.0784909386326623,-0.4044372296954616,1.0790888744061655,0.2714947142467215,0.079298576375125,0.0727667707280938,-0.1847490275536706,-0.3899468099550287,-0.1915094954279247,0.1356857829610193,-0.1325470888646631,-0.2538441963576316,-0.1353243307801921,0.1932146742827647,0.6237572793065975,0.3620364752625615,1.113557461362373,0.0729033097220552,0.4134180129464327,-0.2465323664719515,-0.1951037745440205,0.259919111163065,-0.2338679754774494,-0.1824385167171553,-0.1683764136799994,0.1954791608884714,0.0760921649959585,-0.0644254484898077
pNu5bd9aL3jcJClfdQ86MQ,Momo's Ouzaria Taverna,630 N And S Rd,St Louis,MO,63130,38.6603769097,-90.3371429443,3.5,243,0,"{'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""'full_bar'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Mediterranean, Lounges, Bars, Nightlife, Restaurants, Greek","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '17:0-0:0'}",0.4286812563323313,0.7970690608988173,0.2076292838235741,-0.0149431187765062,0.2700339913995681,0.0367877775820106,-0.2236936147678625,-0.1767884418910543,-0.2040465211391574,0.16513998042161,0.5610114381651039,0.1837345834950575,0.0343536282850919,-0.0632149836128137,0.1263949318018355,0.1367863004051658,0.1911358012915347,0.1593392174412126,0.0155986784319465,0.2361536467115493,0.0488870668710423,-0.3386283181892434,0.4540361721748347,0.044124071602085,-0.0716601478815362,0.3720691190155715,-0.0236284118260337,-0.2422682181028669,0.5107814179451008,-0.0445626365264341,0.0142501955081443,0.0075397983815701,0.3660005837340965,-0.3439442256099806,-0.1783782470747967,-0.1838946047468727,0.0089576089164854,0.7886657418179974,0.3073876600741277,0.4769161913940763,-0.1604625720187162,-0.2944299481248861,-0.3207048391424711,-0.2547612224472655,-0.3351031210078423,-0.2551440355452069,-0.2418900577920718,-0.2500802915357497,-0.1219036205651855,-0.3128545399283598,-0.1823692700784314
W4ZEKkva9HpAdZG88juwyQ,Mr. B's Bistro,201 Royal St,New Orleans,LA,70130,29.9543868,-90.0683629,4.0,2064,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'DriveThru': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'WheelchairAccessible': 'True', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'CoatCheck': 'False', 'Caters': 'False', 'BusinessParking': ""{u'valet': True, u'garage': True, u'street': False, u'lot': False, u'validated': False}"", 'Smoking': ""u'no'"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'HappyHour': 'True'}","Bars, Breakfast & Brunch, Restaurants, Barbeque, Cajun/Creole, Cafes, Cocktail Bars, Nightlife","{'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-20:0'}",0.5849021544123492,-0.2431083651196197,-0.2196105773732111,0.2237564334910572,0.0159307723224466,-0.0498564938267538,0.0444865771316578,-0.0129616742397175,-0.159482413499562,-0.1803248576585963,-0.1498513925368762,-0.1671615634336332,-0.0936181742648365,-0.1176381278247819,-0.155455271264857,0.1139260489183583,-0.2062501447708914,-0.2374011063753503,-0.0838681404257265,-0.2487322088495179,-0.159600250808276,-0.3654586102038851,-0.0838688193382869,-0.2012421641511916,-0.3390356191264946,0.0691199281629844,-0.1336110925640141,0.1856244186217579,0.0495596427871552,-0.2856433070023919,-0.3914408611621954,0.0880836458966348,-0.2218853599377584,-0.3203264118658416,-0.1126234178513892,-0.2058888879012662,-0.1557597139547371,-0.1532420462191934,-0.2873418546597315,0.0519237019295154,-0.2594761074601102,-0.4024802657491608,-0.3093814474489583,-0.1042338113444523,-0.3539885079816951,-0.2617226241257769,-0.2443482763854317,-0.2671811469866699,-0.1191872472957061,0.1804408899876715,-0.1528099486029601
MuKoTR56s6elHEI2wUkgJA,Grace Meat + Three,4270 Manchester,St. Louis,MO,63110,38.6267906,-90.2567049,4.5,470,1,"{'WiFi': ""u'no'"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'None', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}""}","Restaurants, Soul Food, Southern, Soup, Sandwiches, Barbeque, Comfort Food","{'Monday': '0:0-0:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '10:0-15:0'}",0.9269720584514496,0.1128272217418442,-0.3340534136902807,-0.0481437998112222,-0.094710514479529,0.6369350332936936,0.8099997776846469,0.6483910645163548,0.6928096282733327,0.4473122968090204,0.1036382321672898,0.93151126759878,0.067896225561187,-0.0987999807464801,0.1010836939170786,0.4267017327721151,0.1277799031127816,0.146145996895441,0.1156579908155596,0.0518330092457302,0.0904460399185986,0.2996856178045644,0.0303012604889764,0.1629688866021151,-0.2977670500039069,0.297046278192173,0.1829209658997887,-0.314562989050937,-0.1232698669148398,0.0481091108747348,-0.4825656853207863,-0.0224988777263284,-0.0776880318428539,-0.1716535513390915,-0.2702607204805802,-0.1482085889768822,-0.080433700686236,0.4692154934892162,-0.013056022129671,0.5811850773520076,-0.3736855107907709,-0.4667255591636567,0.4487574877387592,-0.1636060524830124,-0.3140753901514914,-0.2481713544240172,-0.2393404610265118,-0.2369169076615513,0.0584913619963123,0.3730586047284389,0.0361832492406141
V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,51 N 12th St,Philadelphia,PA,19107,39.9533224742,-75.1590000821,4.0,485,1,"{'OutdoorSeating': 'False', 'HasTV': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'False', 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'DogsAllowed': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Restaurants, Cajun/Creole","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",0.5400879873379629,0.3827353848375875,-0.1666644228612345,0.845227907127646,0.1776604301179274,0.0347964437926044,1.7118877463357067,0.2001703090248833,0.0841025820179135,-0.0796371981813154,-0.1856512171345382,-0.1778014236082415,0.0324771638413829,-0.1054441450237371,-0.3025689151229884,-0.1794941348482835,-0.2506994860866157,-0.3204629081414278,-0.0275692394193453,-0.2861919195290295,-0.3757804059577589,-0.2749741719679938,0.1701802305695675,-0.2342072163431998,0.0397706217006393,0.6659646778285359,-0.233530735586883,-0.4248568242918704,-0.2914480220808582,-0.2486377361612939,-0.2262910738815904,-0.3467975547449313,0.1437688668214073,-0.3522783044127265,-0.2867780584658383,-0.2322334092614272,-0.189829377256102,-0.2198825054266422,-0.3938923285389668,-0.7859369835069333,-0.3697785337434191,-0.4875756608206926,-0.372513107819194,-0.2734437022728603,-0.3779252624861844,-0.2594628440954882,-0.1970771510399663,-0.2291799260203061,0.2324437225707998,0.0934259714135066,-0.1539534129741294
lj-E32x9_FA7GmUrBGBEWg,Brio Italian Grille,1601 S Lindbergh Blvd,St Louis,MO,63131,38.6324938,-90.4064437,3.5,366,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'CoatCheck': 'False', 'HappyHour': 'True', 'GoodForDancing': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'GoodForKids': 'False', 'RestaurantsAttire': ""u'dressy'""}","Bars, Pizza, Nightlife, Cocktail Bars, Italian, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",0.4378856710796504,-0.1524115750888729,-0.2914097373850612,-0.0793952524134692,0.2170346493704681,0.0523529643263798,0.0276137640121195,-0.1937877959938906,-0.005552969310678,0.1101818658277036,-0.1494842145387078,-0.0991654386788443,0.2821202718406256,0.2886857415989015,0.0344808926391018,0.0509985280714116,-0.1138035977126653,-0.0851058324402165,-0.0124092546469799,-0.1364464809670275,-0.1309736781458243,-0.3460348905354829,-0.1826050280498541,-0.0681347277989042,0.7682946782584349,-0.0662992994856206,0.9550973691079464,0.1522532757094284,0.0395905955607443,0.056067372244479,-0.3595648659219143,-0.0992695753920741,0.497808735260612,-0.2488711328836115,-0.0773923567263681,-0.1653917653975412,0.587376349226206,0.1706955201126508,0.0109903592028048,0.0614664417833143,0.0138369577017221,-0.2696136530590883,0.9354984824331424,-0.2645004035105162,-0.24119449878734,-0.2461714889722097,-0.238881025671421,-0.236469050436356,-0.1260491284363346,-0.2819754292605043,-0.0270128374948039
